Protein_ID,Fold,Split
A7IZZ1_C,fold_26,Train
ATY48639_L,fold_26,Train
B0F4G4_C,fold_26,Train
B1NA83_L,fold_26,Train
B1NA84_L,fold_26,Train
B6F137_L,fold_26,Train
C0KWV5_L,fold_26,Train
C0KWV7_L,fold_26,Train
C0KY88_L,fold_26,Train
C0PPR1_L,fold_26,Train
D4N3A0_L,fold_26,Train
D4N3A1_L,fold_26,Train
D5SL78_L,fold_26,Train
dinctg000_np1212847_L,fold_26,Train
F2XF93_L,fold_26,Train
F2XFA6_L,fold_26,Train
F8TWD1_L,fold_26,Train
F8TWD2_L,fold_26,Train
G5CV39_L,fold_26,Train
H6UQ81_L,fold_26,Train
H6WBC5_L,fold_26,Train
hmoChr44410_L,fold_26,Train
J7HWK5_L,fold_26,Train
O04806_C,fold_26,Train
P0CV94_L,fold_26,Train
P0CV95_L,fold_26,Train
Q1XBU5_L,fold_26,Train
Q20HU7_C,fold_26,Train
Q2XSC5_L,fold_26,Train
Q2XSC6_C,fold_26,Train
Q40322_C,fold_26,Train
Q5SBP3_L,fold_26,Train
Q675L1_C,fold_26,Train
Q675L2_L,fold_26,Train
Q6F5H2_C,fold_26,Train
Q6F5H3_C,fold_26,Train
Q84UV0_L,fold_26,Train
Q8H2B4_L,fold_26,Train
Q8L5K1_C,fold_26,Train
Q8L5K3_C,fold_26,Train
Q940E7_C,fold_26,Train
Q96376_L,fold_26,Train
Q9AXM7_C,fold_26,Train
Q9FUW5_C,fold_26,Train
Q9M5A4_C,fold_26,Train
Q9M7C9_C,fold_26,Train
Q9SPN0_L,fold_26,Train
Q9SPN1_L,fold_26,Train
Q9SW76_C,fold_26,Train
R4I6X2_L,fold_26,Train
R4YVJ5_C,fold_26,Train
slectg065_np871_L,fold_26,Train
slectg127_np665_L,fold_26,Train
slectg240_np1756_L,fold_26,Train
U5PZT6_L,fold_26,Train
vodctg000225_np551212.245_C,fold_26,Train
vodctg000225_np551212959_L,fold_26,Train
vodctg000245_np551212567_C,fold_26,Train
vraChr51716_C,fold_26,Train
vraChr52544_C,fold_26,Train
Q6ZH94_L,fold_26,Test
A0A059SVB0_L,fold_27,Train
A0A068B0N9_L,fold_27,Train
A0A097ZLN9_L,fold_27,Train
A0A097ZLP5_L,fold_27,Train
A0A097ZLS9_L,fold_27,Train
A0A0D3ML99_C,fold_27,Train
A0A0F6PMD0_C,fold_27,Train
A0A140KFH3_L,fold_27,Train
A0A1C9J6A7_C,fold_27,Train
A0A1Q1N939_L,fold_27,Train
A0A2R3ZE38_L,fold_27,Train
A0A2R3ZE39_L,fold_27,Train
A0A345BJ04_L,fold_27,Train
A0A3G9EWY9_L,fold_27,Train
A0A481YAH7_C,fold_27,Train
A0A4Y5QVX4_C,fold_27,Train
A0A4Y5QWA6_L,fold_27,Train
A0A4Y5QZ62_L,fold_27,Train
A0A5B9G8E4_L,fold_27,Train
A0A6C0M6B5_L,fold_27,Train
A0A6P6W6H5_C,fold_27,Train
A0A7G8EIM4_L,fold_27,Train
A0A7L7S5P2_L,fold_27,Train
A0A7L7S5U1_L,fold_27,Train
A0A7L7T499_L,fold_27,Train
A0A7L7TAQ2_L,fold_27,Train
A7IZZ1_C,fold_27,Train
ATY48639_L,fold_27,Train
B0F4G4_C,fold_27,Train
B1NA83_L,fold_27,Train
B1NA84_L,fold_27,Train
B6F137_L,fold_27,Train
C0KWV5_L,fold_27,Train
C0KWV7_L,fold_27,Train
C0KY88_L,fold_27,Train
C0PPR1_L,fold_27,Train
D4N3A0_L,fold_27,Train
D4N3A1_L,fold_27,Train
D5SL78_L,fold_27,Train
dinctg000_np1212847_L,fold_27,Train
F2XF93_L,fold_27,Train
F2XFA6_L,fold_27,Train
F8TWD1_L,fold_27,Train
F8TWD2_L,fold_27,Train
G5CV39_L,fold_27,Train
H6UQ81_L,fold_27,Train
H6WBC5_L,fold_27,Train
hmoChr44410_L,fold_27,Train
J7HWK5_L,fold_27,Train
O04806_C,fold_27,Train
P0CV94_L,fold_27,Train
P0CV95_L,fold_27,Train
Q1XBU5_L,fold_27,Train
Q20HU7_C,fold_27,Train
Q2XSC5_L,fold_27,Train
Q2XSC6_C,fold_27,Train
Q40322_C,fold_27,Train
Q5SBP3_L,fold_27,Train
Q675L1_C,fold_27,Train
Q675L2_L,fold_27,Train
Q6F5H2_C,fold_27,Train
Q6F5H3_C,fold_27,Train
Q6ZH94_L,fold_27,Train
Q8H2B4_L,fold_27,Train
Q8L5K1_C,fold_27,Train
Q8L5K3_C,fold_27,Train
Q940E7_C,fold_27,Train
Q96376_L,fold_27,Train
Q9AXM7_C,fold_27,Train
Q9FUW5_C,fold_27,Train
Q9M5A4_C,fold_27,Train
Q9M7C9_C,fold_27,Train
Q9SPN0_L,fold_27,Train
Q9SPN1_L,fold_27,Train
Q9SW76_C,fold_27,Train
R4I6X2_L,fold_27,Train
R4YVJ5_C,fold_27,Train
slectg065_np871_L,fold_27,Train
slectg127_np665_L,fold_27,Train
slectg240_np1756_L,fold_27,Train
U5PZT6_L,fold_27,Train
vodctg000225_np551212.245_C,fold_27,Train
vodctg000225_np551212959_L,fold_27,Train
vodctg000245_np551212567_C,fold_27,Train
vraChr51716_C,fold_27,Train
vraChr52544_C,fold_27,Train
Q84UV0_L,fold_27,Test
A0A059SVB0_L,fold_28,Train
A0A068B0N9_L,fold_28,Train
A0A097ZLN9_L,fold_28,Train
A0A097ZLP5_L,fold_28,Train
A0A097ZLS9_L,fold_28,Train
A0A0D3ML99_C,fold_28,Train
A0A0F6PMD0_C,fold_28,Train
A0A140KFH3_L,fold_28,Train
A0A1C9J6A7_C,fold_28,Train
A0A1Q1N939_L,fold_28,Train
A0A2R3ZE38_L,fold_28,Train
A0A2R3ZE39_L,fold_28,Train
A0A345BJ04_L,fold_28,Train
A0A3G9EWY9_L,fold_28,Train
A0A481YAH7_C,fold_28,Train
A0A4Y5QVX4_C,fold_28,Train
A0A4Y5QWA6_L,fold_28,Train
A0A4Y5QZ62_L,fold_28,Train
A0A5B9G8E4_L,fold_28,Train
A0A6C0M6B5_L,fold_28,Train
A0A6P6W6H5_C,fold_28,Train
A0A7G8EIM4_L,fold_28,Train
A0A7L7S5P2_L,fold_28,Train
A0A7L7S5U1_L,fold_28,Train
A0A7L7T499_L,fold_28,Train
A0A7L7TAQ2_L,fold_28,Train
A7IZZ1_C,fold_28,Train
ATY48639_L,fold_28,Train
B0F4G4_C,fold_28,Train
B1NA83_L,fold_28,Train
B1NA84_L,fold_28,Train
B6F137_L,fold_28,Train
C0KWV5_L,fold_28,Train
C0KWV7_L,fold_28,Train
C0KY88_L,fold_28,Train
C0PPR1_L,fold_28,Train
D4N3A0_L,fold_28,Train
D4N3A1_L,fold_28,Train
D5SL78_L,fold_28,Train
dinctg000_np1212847_L,fold_28,Train
F2XF93_L,fold_28,Train
F2XFA6_L,fold_28,Train
F8TWD1_L,fold_28,Train
F8TWD2_L,fold_28,Train
G5CV39_L,fold_28,Train
H6UQ81_L,fold_28,Train
H6WBC5_L,fold_28,Train
hmoChr44410_L,fold_28,Train
J7HWK5_L,fold_28,Train
O04806_C,fold_28,Train
P0CV94_L,fold_28,Train
P0CV95_L,fold_28,Train
Q1XBU5_L,fold_28,Train
Q20HU7_C,fold_28,Train
Q2XSC5_L,fold_28,Train
Q2XSC6_C,fold_28,Train
Q40322_C,fold_28,Train
Q5SBP3_L,fold_28,Train
Q675L1_C,fold_28,Train
Q675L2_L,fold_28,Train
Q6F5H2_C,fold_28,Train
Q6F5H3_C,fold_28,Train
Q6ZH94_L,fold_28,Train
Q84UV0_L,fold_28,Train
Q8H2B4_L,fold_28,Train
Q8L5K1_C,fold_28,Train
Q8L5K3_C,fold_28,Train
Q940E7_C,fold_28,Train
Q9AXM7_C,fold_28,Train
Q9FUW5_C,fold_28,Train
Q9M5A4_C,fold_28,Train
Q9M7C9_C,fold_28,Train
Q9SPN0_L,fold_28,Train
Q9SPN1_L,fold_28,Train
Q9SW76_C,fold_28,Train
R4I6X2_L,fold_28,Train
R4YVJ5_C,fold_28,Train
slectg065_np871_L,fold_28,Train
slectg127_np665_L,fold_28,Train
slectg240_np1756_L,fold_28,Train
U5PZT6_L,fold_28,Train
vodctg000225_np551212.245_C,fold_28,Train
vodctg000225_np551212959_L,fold_28,Train
vodctg000245_np551212567_C,fold_28,Train
vraChr51716_C,fold_28,Train
vraChr52544_C,fold_28,Train
Q96376_L,fold_28,Test
A0A068B0N9_L,fold_29,Train
A0A097ZLN9_L,fold_29,Train
A0A097ZLP5_L,fold_29,Train
A0A097ZLS9_L,fold_29,Train
A0A0D3ML99_C,fold_29,Train
A0A0F6PMD0_C,fold_29,Train
A0A140KFH3_L,fold_29,Train
A0A1C9J6A7_C,fold_29,Train
A0A1Q1N939_L,fold_29,Train
A0A2R3ZE38_L,fold_29,Train
A0A2R3ZE39_L,fold_29,Train
A0A345BJ04_L,fold_29,Train
A0A3G9EWY9_L,fold_29,Train
A0A481YAH7_C,fold_29,Train
A0A4Y5QVX4_C,fold_29,Train
A0A4Y5QWA6_L,fold_29,Train
A0A4Y5QZ62_L,fold_29,Train
A0A5B9G8E4_L,fold_29,Train
A0A6C0M6B5_L,fold_29,Train
A0A6P6W6H5_C,fold_29,Train
A0A7G8EIM4_L,fold_29,Train
A0A7L7S5P2_L,fold_29,Train
A0A7L7S5U1_L,fold_29,Train
A0A7L7T499_L,fold_29,Train
A0A7L7TAQ2_L,fold_29,Train
A7IZZ1_C,fold_29,Train
ATY48639_L,fold_29,Train
B0F4G4_C,fold_29,Train
B1NA83_L,fold_29,Train
B1NA84_L,fold_29,Train
B6F137_L,fold_29,Train
C0KWV5_L,fold_29,Train
C0KWV7_L,fold_29,Train
C0KY88_L,fold_29,Train
C0PPR1_L,fold_29,Train
D4N3A0_L,fold_29,Train
D4N3A1_L,fold_29,Train
D5SL78_L,fold_29,Train
dinctg000_np1212847_L,fold_29,Train
F2XF93_L,fold_29,Train
F2XFA6_L,fold_29,Train
F8TWD1_L,fold_29,Train
F8TWD2_L,fold_29,Train
G5CV39_L,fold_29,Train
H6UQ81_L,fold_29,Train
H6WBC5_L,fold_29,Train
hmoChr44410_L,fold_29,Train
J7HWK5_L,fold_29,Train
O04806_C,fold_29,Train
P0CV94_L,fold_29,Train
P0CV95_L,fold_29,Train
Q1XBU5_L,fold_29,Train
Q20HU7_C,fold_29,Train
Q2XSC5_L,fold_29,Train
Q2XSC6_C,fold_29,Train
Q40322_C,fold_29,Train
Q5SBP3_L,fold_29,Train
Q675L1_C,fold_29,Train
Q675L2_L,fold_29,Train
Q6F5H2_C,fold_29,Train
Q6F5H3_C,fold_29,Train
Q6ZH94_L,fold_29,Train
Q84UV0_L,fold_29,Train
Q8H2B4_L,fold_29,Train
Q8L5K1_C,fold_29,Train
Q8L5K3_C,fold_29,Train
Q940E7_C,fold_29,Train
Q96376_L,fold_29,Train
Q9AXM7_C,fold_29,Train
Q9FUW5_C,fold_29,Train
Q9M5A4_C,fold_29,Train
Q9M7C9_C,fold_29,Train
Q9SPN0_L,fold_29,Train
Q9SPN1_L,fold_29,Train
Q9SW76_C,fold_29,Train
R4I6X2_L,fold_29,Train
R4YVJ5_C,fold_29,Train
slectg065_np871_L,fold_29,Train
slectg127_np665_L,fold_29,Train
slectg240_np1756_L,fold_29,Train
U5PZT6_L,fold_29,Train
vodctg000225_np551212.245_C,fold_29,Train
vodctg000225_np551212959_L,fold_29,Train
vodctg000245_np551212567_C,fold_29,Train
vraChr51716_C,fold_29,Train
vraChr52544_C,fold_29,Train
A0A059SVB0_L,fold_29,Test
